subj subexpt related semint n2num errnd errd errcornd errcord list
137 SemRel nullrelated integ sing 0 0 5 5 1
137 SemRel nullrelated unint plur 1 1 4 6 1
137 SemRel nullrelated unint sing 0 0 3 3 1
139 SemRel nullrelated integ plur 0 0 1 2 3
139 SemRel nullrelated integ sing 0 0 2 2 3
139 SemRel nullrelated unint plur 0 1 2 4 3
139 SemRel nullrelated unint sing 0 0 3 3 3
140 SemRel nullrelated integ plur 0 2 0 2 4
140 SemRel nullrelated integ sing 0 0 0 0 4
140 SemRel nullrelated unint plur 0 0 0 0 4
140 SemRel nullrelated unint sing 0 0 2 2 4
141 SemRel nullrelated integ plur 0 0 3 3 5
141 SemRel nullrelated integ sing 0 0 1 1 5
141 SemRel nullrelated unint plur 0 0 3 3 5
141 SemRel nullrelated unint sing 0 0 4 4 5
142 SemRel nullrelated integ plur 0 0 3 3 6
142 SemRel nullrelated integ sing 0 0 2 2 6
142 SemRel nullrelated unint plur 1 1 4 4 6
142 SemRel nullrelated unint sing 0 0 1 1 6
143 SemRel nullrelated integ plur 0 1 4 5 7
143 SemRel nullrelated integ sing 1 1 2 2 7
143 SemRel nullrelated unint plur 0 0 4 4 7
143 SemRel nullrelated unint sing 0 0 3 3 7
144 SemRel nullrelated integ plur 0 0 3 3 4
144 SemRel nullrelated integ sing 0 0 4 5 4
144 SemRel nullrelated unint plur 0 0 4 4 4
144 SemRel nullrelated unint sing 0 0 5 5 4
145 SemRel nullrelated integ plur 0 0 2 2 1
145 SemRel nullrelated integ sing 0 0 4 4 1
145 SemRel nullrelated unint plur 0 0 2 2 1
145 SemRel nullrelated unint sing 0 0 3 3 1
146 SemRel nullrelated integ plur 0 0 6 6 2
146 SemRel nullrelated integ sing 0 0 3 4 2
146 SemRel nullrelated unint plur 0 0 3 4 2
146 SemRel nullrelated unint sing 0 0 4 5 2
147 SemRel nullrelated integ plur 0 0 4 4 3
147 SemRel nullrelated integ sing 0 0 5 5 3
147 SemRel nullrelated unint plur 1 1 3 3 3
147 SemRel nullrelated unint sing 0 0 3 3 3
148 SemRel nullrelated integ plur 0 0 3 3 4
148 SemRel nullrelated integ sing 0 0 1 1 4
148 SemRel nullrelated unint plur 0 0 3 3 4
148 SemRel nullrelated unint sing 0 0 4 4 4
149 SemRel nullrelated integ plur 2 2 5 6 5
149 SemRel nullrelated integ sing 0 0 4 4 5
149 SemRel nullrelated unint plur 0 0 5 5 5
149 SemRel nullrelated unint sing 0 0 6 6 5
150 SemRel nullrelated integ plur 0 0 2 2 6
150 SemRel nullrelated integ sing 0 0 1 1 6
150 SemRel nullrelated unint plur 3 3 3 3 6
150 SemRel nullrelated unint sing 0 0 1 2 6
151 SemRel nullrelated integ plur 0 0 4 4 7
151 SemRel nullrelated integ sing 0 0 5 5 7
151 SemRel nullrelated unint plur 0 0 5 5 7
151 SemRel nullrelated unint sing 0 0 6 6 7
152 SemRel nullrelated integ plur 0 0 2 3 8
152 SemRel nullrelated integ sing 0 0 3 3 8
152 SemRel nullrelated unint plur 0 0 4 4 8
152 SemRel nullrelated unint sing 0 0 2 2 8
153 SemRel nullrelated integ plur 0 0 3 3 1
153 SemRel nullrelated integ sing 0 0 2 2 1
153 SemRel nullrelated unint plur 0 0 4 4 1
153 SemRel nullrelated unint sing 0 0 2 2 1
154 SemRel nullrelated integ plur 1 1 3 3 2
154 SemRel nullrelated integ sing 0 0 1 2 2
154 SemRel nullrelated unint plur 0 0 0 0 2
154 SemRel nullrelated unint sing 0 0 1 3 2
155 SemRel nullrelated integ plur 0 0 3 3 3
155 SemRel nullrelated integ sing 0 0 5 5 3
155 SemRel nullrelated unint plur 0 0 6 6 3
155 SemRel nullrelated unint sing 0 0 4 4 3
156 SemRel nullrelated integ plur 0 0 4 4 4
156 SemRel nullrelated integ sing 0 0 6 6 4
156 SemRel nullrelated unint plur 0 0 3 3 4
156 SemRel nullrelated unint sing 0 0 3 3 4
159 SemRel nullrelated integ plur 0 0 3 4 7
159 SemRel nullrelated integ sing 0 0 3 4 7
159 SemRel nullrelated unint plur 0 1 2 5 7
159 SemRel nullrelated unint sing 0 0 3 4 7
160 SemRel nullrelated integ plur 0 0 0 0 8
160 SemRel nullrelated integ sing 0 0 2 2 8
160 SemRel nullrelated unint plur 0 0 4 4 8
160 SemRel nullrelated unint sing 0 0 2 2 8
161 SemRel nullrelated integ plur 0 0 3 3 1
161 SemRel nullrelated integ sing 0 0 4 5 1
161 SemRel nullrelated unint plur 1 1 4 4 1
161 SemRel nullrelated unint sing 0 0 4 4 1
162 SemRel nullrelated integ plur 1 1 5 6 2
162 SemRel nullrelated integ sing 0 0 4 4 2
162 SemRel nullrelated unint plur 0 0 6 6 2
162 SemRel nullrelated unint sing 0 0 5 5 2
163 SemRel nullrelated integ plur 0 0 5 5 3
163 SemRel nullrelated integ sing 0 0 5 6 3
163 SemRel nullrelated unint plur 0 0 4 4 3
163 SemRel nullrelated unint sing 0 0 4 4 3
164 SemRel nullrelated integ plur 0 0 2 2 4
164 SemRel nullrelated integ sing 0 0 0 0 4
164 SemRel nullrelated unint plur 0 0 0 0 4
164 SemRel nullrelated unint sing 0 0 1 1 4
165 SemRel nullrelated integ plur 0 0 4 4 5
165 SemRel nullrelated integ sing 0 0 3 3 5
165 SemRel nullrelated unint plur 0 0 3 3 5
165 SemRel nullrelated unint sing 0 0 2 2 5
166 SemRel nullrelated integ plur 0 0 1 1 6
166 SemRel nullrelated integ sing 0 0 2 2 6
166 SemRel nullrelated unint plur 0 0 2 2 6
166 SemRel nullrelated unint sing 0 0 0 0 6
167 SemRel nullrelated integ plur 0 0 2 2 7
167 SemRel nullrelated integ sing 0 0 3 4 7
167 SemRel nullrelated unint plur 0 0 2 2 7
167 SemRel nullrelated unint sing 0 0 2 3 7
168 SemRel nullrelated integ plur 0 0 1 1 8
168 SemRel nullrelated integ sing 0 0 0 0 8
168 SemRel nullrelated unint plur 0 0 1 1 8
168 SemRel nullrelated unint sing 0 0 0 1 8
169 SemRel nullrelated integ plur 0 0 1 1 1
169 SemRel nullrelated integ sing 0 0 3 3 1
169 SemRel nullrelated unint plur 0 0 4 4 1
169 SemRel nullrelated unint sing 0 0 5 5 1
170 SemRel nullrelated integ plur 0 0 4 4 2
170 SemRel nullrelated integ sing 0 0 4 4 2
170 SemRel nullrelated unint plur 0 0 4 4 2
170 SemRel nullrelated unint sing 0 0 5 5 2
171 SemRel nullrelated integ plur 0 0 5 5 3
171 SemRel nullrelated integ sing 0 0 3 3 3
171 SemRel nullrelated unint plur 0 0 1 1 3
171 SemRel nullrelated unint sing 0 0 3 3 3
172 SemRel nullrelated integ plur 0 0 5 5 4
172 SemRel nullrelated integ sing 0 0 4 5 4
172 SemRel nullrelated unint plur 0 0 4 4 4
172 SemRel nullrelated unint sing 0 0 6 6 4
173 SemRel nullrelated integ plur 0 0 0 0 5
173 SemRel nullrelated integ sing 0 0 1 1 5
173 SemRel nullrelated unint plur 0 0 2 2 5
173 SemRel nullrelated unint sing 0 0 1 1 5
174 SemRel nullrelated integ plur 0 0 3 3 6
174 SemRel nullrelated integ sing 0 0 4 4 6
174 SemRel nullrelated unint plur 0 0 5 5 6
174 SemRel nullrelated unint sing 0 0 4 4 6
175 SemRel nullrelated integ plur 0 0 3 4 7
175 SemRel nullrelated integ sing 0 0 3 3 7
175 SemRel nullrelated unint plur 0 0 4 4 7
175 SemRel nullrelated unint sing 0 0 4 5 7
176 SemRel nullrelated integ plur 0 0 4 4 8
176 SemRel nullrelated integ sing 0 0 4 4 8
176 SemRel nullrelated unint plur 0 0 4 4 8
176 SemRel nullrelated unint sing 0 0 4 4 8
177 SemRel nullrelated integ plur 2 2 4 4 1
177 SemRel nullrelated integ sing 0 0 5 5 1
177 SemRel nullrelated unint plur 1 1 3 3 1
177 SemRel nullrelated unint sing 0 0 4 4 1
178 SemRel nullrelated integ plur 1 1 5 5 2
178 SemRel nullrelated integ sing 0 0 4 4 2
178 SemRel nullrelated unint plur 0 0 4 5 2
178 SemRel nullrelated unint sing 0 0 5 5 2
179 SemRel nullrelated integ plur 0 0 2 2 3
179 SemRel nullrelated integ sing 0 0 2 2 3
179 SemRel nullrelated unint plur 0 0 2 2 3
179 SemRel nullrelated unint sing 0 0 3 3 3
180 SemRel nullrelated integ plur 0 0 1 1 4
180 SemRel nullrelated integ sing 0 0 0 0 4
180 SemRel nullrelated unint plur 0 0 1 2 4
180 SemRel nullrelated unint sing 0 0 3 3 4
181 SemRel nullrelated integ plur 0 0 3 3 5
181 SemRel nullrelated integ sing 0 0 3 3 5
181 SemRel nullrelated unint plur 0 0 3 3 5
181 SemRel nullrelated unint sing 0 0 5 5 5
182 SemRel nullrelated integ plur 0 0 4 5 6
182 SemRel nullrelated integ sing 0 0 4 5 6
182 SemRel nullrelated unint plur 0 0 5 5 6
182 SemRel nullrelated unint sing 0 0 5 5 6
183 SemRel nullrelated integ plur 0 0 3 3 7
183 SemRel nullrelated integ sing 0 0 3 3 7
183 SemRel nullrelated unint plur 0 0 3 3 7
183 SemRel nullrelated unint sing 0 0 2 2 7
184 SemRel nullrelated integ plur 0 0 1 1 8
184 SemRel nullrelated integ sing 0 0 3 3 8
184 SemRel nullrelated unint plur 0 0 5 5 8
184 SemRel nullrelated unint sing 0 0 5 5 8
185 SemRel nullrelated integ plur 0 0 5 5 1
185 SemRel nullrelated integ sing 0 0 5 5 1
185 SemRel nullrelated unint plur 0 0 5 5 1
185 SemRel nullrelated unint sing 0 0 5 5 1
186 SemRel nullrelated integ plur 0 0 4 4 2
186 SemRel nullrelated integ sing 0 0 1 1 2
186 SemRel nullrelated unint plur 0 0 3 4 2
186 SemRel nullrelated unint sing 0 0 4 4 2
187 SemRel nullrelated integ plur 0 0 0 1 3
187 SemRel nullrelated integ sing 0 0 1 1 3
187 SemRel nullrelated unint plur 1 1 1 1 3
187 SemRel nullrelated unint sing 0 0 0 1 3
188 SemRel nullrelated integ plur 1 1 2 2 4
188 SemRel nullrelated integ sing 0 0 3 4 4
188 SemRel nullrelated unint plur 0 0 2 2 4
188 SemRel nullrelated unint sing 0 0 5 5 4
189 SemRel nullrelated integ plur 0 0 3 5 5
189 SemRel nullrelated integ sing 0 0 2 2 5
189 SemRel nullrelated unint plur 0 0 3 3 5
189 SemRel nullrelated unint sing 0 0 4 5 5
190 SemRel nullrelated integ plur 0 0 4 4 6
190 SemRel nullrelated integ sing 0 0 5 5 6
190 SemRel nullrelated unint plur 1 1 5 5 6
190 SemRel nullrelated unint sing 0 0 3 3 6
193 SemRel nullrelated integ plur 0 0 3 3 1
193 SemRel nullrelated integ sing 0 0 1 1 1
193 SemRel nullrelated unint plur 0 0 3 3 1
193 SemRel nullrelated unint sing 0 0 1 2 1
194 SemRel nullrelated integ plur 1 1 4 4 2
194 SemRel nullrelated integ sing 0 0 3 3 2
194 SemRel nullrelated unint plur 0 0 1 2 2
194 SemRel nullrelated unint sing 0 0 4 4 2
195 SemRel nullrelated integ plur 0 0 5 5 3
195 SemRel nullrelated integ sing 0 0 2 2 3
195 SemRel nullrelated unint plur 0 0 2 2 3
195 SemRel nullrelated unint sing 0 0 2 2 3
196 SemRel nullrelated integ plur 0 1 4 5 4
196 SemRel nullrelated integ sing 0 0 4 4 4
196 SemRel nullrelated unint plur 0 0 2 2 4
196 SemRel nullrelated unint sing 0 0 5 5 4
197 SemRel nullrelated integ plur 1 1 3 3 5
197 SemRel nullrelated integ sing 0 0 2 2 5
197 SemRel nullrelated unint plur 0 0 3 3 5
197 SemRel nullrelated unint sing 0 0 3 3 5
198 SemRel nullrelated integ plur 0 0 3 5 6
198 SemRel nullrelated integ sing 0 0 4 5 6
198 SemRel nullrelated unint plur 0 0 4 4 6
198 SemRel nullrelated unint sing 0 0 4 4 6
199 SemRel nullrelated integ plur 0 0 3 3 7
199 SemRel nullrelated integ sing 0 0 2 2 7
199 SemRel nullrelated unint plur 0 0 3 3 7
199 SemRel nullrelated unint sing 0 0 6 6 7
200 SemRel nullrelated integ plur 2 3 4 5 8
200 SemRel nullrelated integ sing 0 0 4 4 8
200 SemRel nullrelated unint plur 0 0 3 3 8
200 SemRel nullrelated unint sing 0 0 4 4 8
201 SemRel nullrelated integ plur 1 1 4 4 1
201 SemRel nullrelated integ sing 0 0 5 6 1
201 SemRel nullrelated unint plur 0 0 2 3 1
201 SemRel nullrelated unint sing 0 0 2 2 1
202 SemRel nullrelated integ plur 0 0 1 1 2
202 SemRel nullrelated integ sing 0 0 2 2 2
202 SemRel nullrelated unint plur 0 0 2 2 2
202 SemRel nullrelated unint sing 0 0 2 2 2
203 SemRel nullrelated integ plur 1 1 2 3 3
203 SemRel nullrelated integ sing 0 0 3 3 3
203 SemRel nullrelated unint plur 0 0 1 1 3
203 SemRel nullrelated unint sing 0 0 3 3 3
204 SemRel nullrelated integ plur 0 0 2 3 4
204 SemRel nullrelated integ sing 0 0 2 3 4
204 SemRel nullrelated unint plur 1 1 2 2 4
204 SemRel nullrelated unint sing 0 0 2 2 4
205 SemRel nullrelated integ plur 0 0 3 3 5
205 SemRel nullrelated integ sing 0 0 5 5 5
205 SemRel nullrelated unint plur 0 0 3 3 5
205 SemRel nullrelated unint sing 0 0 3 3 5
206 SemRel nullrelated integ plur 0 0 5 5 6
206 SemRel nullrelated integ sing 0 0 6 6 6
206 SemRel nullrelated unint plur 1 1 6 6 6
206 SemRel nullrelated unint sing 0 0 6 6 6
207 SemRel nullrelated integ plur 0 0 3 3 7
207 SemRel nullrelated integ sing 0 0 5 5 7
207 SemRel nullrelated unint plur 0 0 5 5 7
207 SemRel nullrelated unint sing 0 0 2 2 7
208 SemRel nullrelated integ plur 0 0 3 3 8
208 SemRel nullrelated integ sing 0 0 1 1 8
208 SemRel nullrelated unint plur 0 0 4 4 8
208 SemRel nullrelated unint sing 0 0 3 3 8
209 SemRel nullrelated integ plur 0 0 3 3 1
209 SemRel nullrelated integ sing 0 0 3 3 1
209 SemRel nullrelated unint plur 0 0 2 2 1
209 SemRel nullrelated unint sing 0 0 2 2 1
210 SemRel nullrelated integ plur 1 1 4 4 2
210 SemRel nullrelated integ sing 0 0 1 1 2
210 SemRel nullrelated unint plur 0 0 0 0 2
210 SemRel nullrelated unint sing 0 0 2 2 2
211 SemRel nullrelated integ plur 0 0 1 1 3
211 SemRel nullrelated integ sing 0 0 2 2 3
211 SemRel nullrelated unint plur 0 0 2 2 3
211 SemRel nullrelated unint sing 0 0 2 2 3
212 SemRel nullrelated integ plur 0 0 3 3 4
212 SemRel nullrelated integ sing 0 0 4 4 4
212 SemRel nullrelated unint plur 0 0 1 1 4
212 SemRel nullrelated unint sing 0 0 5 5 4
213 SemRel nullrelated integ plur 0 0 3 4 5
213 SemRel nullrelated integ sing 0 0 5 5 5
213 SemRel nullrelated unint plur 0 0 4 4 5
213 SemRel nullrelated unint sing 0 0 3 3 5
214 SemRel nullrelated integ plur 0 0 3 3 6
214 SemRel nullrelated integ sing 0 0 1 1 6
214 SemRel nullrelated unint plur 0 0 5 5 6
214 SemRel nullrelated unint sing 0 0 2 2 6
215 SemRel nullrelated integ plur 1 1 4 4 7
215 SemRel nullrelated integ sing 0 0 2 2 7
215 SemRel nullrelated unint plur 0 0 3 3 7
215 SemRel nullrelated unint sing 0 0 4 4 7
216 SemRel nullrelated integ plur 0 0 5 5 8
216 SemRel nullrelated integ sing 0 0 2 2 8
216 SemRel nullrelated unint plur 0 0 6 6 8
216 SemRel nullrelated unint sing 0 0 3 3 8
217 SemRel nullrelated integ plur 0 0 1 1 1
217 SemRel nullrelated integ sing 0 0 4 4 1
217 SemRel nullrelated unint plur 0 0 3 3 1
217 SemRel nullrelated unint sing 0 0 2 2 1
218 SemRel nullrelated integ plur 0 0 1 1 2
218 SemRel nullrelated integ sing 0 0 0 0 2
218 SemRel nullrelated unint plur 0 0 1 1 2
218 SemRel nullrelated unint sing 0 0 2 2 2
220 SemRel nullrelated integ plur 0 0 4 4 4
220 SemRel nullrelated integ sing 0 0 6 6 4
220 SemRel nullrelated unint plur 0 0 4 4 4
220 SemRel nullrelated unint sing 0 0 3 3 4
221 SemRel nullrelated integ plur 0 0 3 3 5
221 SemRel nullrelated integ sing 0 0 2 2 5
221 SemRel nullrelated unint plur 0 0 3 3 5
221 SemRel nullrelated unint sing 0 0 4 4 5
222 SemRel nullrelated integ plur 0 0 3 4 6
222 SemRel nullrelated integ sing 0 0 4 5 6
222 SemRel nullrelated unint plur 0 0 6 6 6
222 SemRel nullrelated unint sing 0 0 5 5 6
223 SemRel nullrelated integ plur 3 3 4 4 7
223 SemRel nullrelated integ sing 0 0 3 3 7
223 SemRel nullrelated unint plur 1 1 3 3 7
223 SemRel nullrelated unint sing 0 0 3 3 7
224 SemRel nullrelated integ plur 0 0 1 1 8
224 SemRel nullrelated integ sing 0 0 2 2 8
224 SemRel nullrelated unint plur 0 0 1 1 8
224 SemRel nullrelated unint sing 0 0 0 0 8
225 SemRel nullrelated integ plur 1 1 4 4 1
225 SemRel nullrelated integ sing 0 0 4 6 1
225 SemRel nullrelated unint plur 0 0 6 6 1
225 SemRel nullrelated unint sing 0 0 5 5 1
226 SemRel nullrelated integ plur 2 2 4 4 2
226 SemRel nullrelated integ sing 0 0 3 3 2
226 SemRel nullrelated unint plur 0 0 2 2 2
226 SemRel nullrelated unint sing 0 0 2 2 2
227 SemRel nullrelated integ plur 0 0 2 2 3
227 SemRel nullrelated integ sing 0 0 3 3 3
227 SemRel nullrelated unint plur 0 0 3 3 3
227 SemRel nullrelated unint sing 0 0 1 1 3
228 SemRel nullrelated integ plur 0 0 3 3 4
228 SemRel nullrelated integ sing 0 0 3 3 4
228 SemRel nullrelated unint plur 0 0 2 2 4
228 SemRel nullrelated unint sing 0 0 4 4 4
229 SemRel nullrelated integ plur 0 0 2 2 5
229 SemRel nullrelated integ sing 0 0 3 3 5
229 SemRel nullrelated unint plur 0 0 5 5 5
229 SemRel nullrelated unint sing 0 0 5 5 5
230 SemRel nullrelated integ plur 0 0 4 4 6
230 SemRel nullrelated integ sing 0 0 1 1 6
230 SemRel nullrelated unint plur 1 1 2 3 6
230 SemRel nullrelated unint sing 0 0 3 3 6
231 SemRel nullrelated integ plur 0 1 1 2 7
231 SemRel nullrelated integ sing 0 0 5 5 7
231 SemRel nullrelated unint plur 0 0 2 2 7
231 SemRel nullrelated unint sing 0 0 3 4 7
232 SemRel nullrelated integ plur 0 0 3 3 8
232 SemRel nullrelated integ sing 0 0 3 3 8
232 SemRel nullrelated unint plur 0 0 5 5 8
232 SemRel nullrelated unint sing 0 0 4 4 8
233 SemRel nullrelated integ plur 0 1 3 4 1
233 SemRel nullrelated integ sing 0 0 3 4 1
233 SemRel nullrelated unint plur 1 1 4 5 1
233 SemRel nullrelated unint sing 0 0 2 3 1
234 SemRel nullrelated integ plur 0 0 5 5 2
234 SemRel nullrelated integ sing 0 0 0 1 2
234 SemRel nullrelated unint plur 0 0 4 4 2
234 SemRel nullrelated unint sing 0 0 3 3 2
235 SemRel nullrelated integ plur 0 0 5 5 3
235 SemRel nullrelated integ sing 0 0 6 6 3
235 SemRel nullrelated unint plur 0 0 4 4 3
235 SemRel nullrelated unint sing 0 0 4 4 3
236 SemRel nullrelated integ plur 0 0 3 3 4
236 SemRel nullrelated integ sing 0 0 2 2 4
236 SemRel nullrelated unint plur 0 0 2 2 4
236 SemRel nullrelated unint sing 0 0 3 3 4
237 SemRel nullrelated integ plur 0 0 3 3 5
237 SemRel nullrelated integ sing 0 0 4 4 5
237 SemRel nullrelated unint plur 1 1 3 3 5
237 SemRel nullrelated unint sing 0 0 3 3 5
238 SemRel nullrelated integ plur 0 0 0 0 6
238 SemRel nullrelated integ sing 0 0 3 3 6
238 SemRel nullrelated unint plur 0 0 0 0 6
238 SemRel nullrelated unint sing 0 0 1 1 6
239 SemRel nullrelated integ plur 0 0 1 1 7
239 SemRel nullrelated integ sing 0 0 2 2 7
239 SemRel nullrelated unint plur 0 0 0 0 7
239 SemRel nullrelated unint sing 0 0 1 1 7
240 SemRel nullrelated integ plur 0 0 0 0 8
240 SemRel nullrelated integ sing 0 0 2 2 8
240 SemRel nullrelated unint plur 0 0 2 2 8
240 SemRel nullrelated unint sing 0 0 4 4 8
241 SemRel nullrelated integ plur 0 0 3 3 1
241 SemRel nullrelated integ sing 0 0 4 4 1
241 SemRel nullrelated unint plur 0 0 4 4 1
241 SemRel nullrelated unint sing 0 0 2 2 1
242 SemRel nullrelated integ plur 3 3 3 3 2
242 SemRel nullrelated integ sing 0 0 2 2 2
242 SemRel nullrelated unint plur 1 1 1 2 2
242 SemRel nullrelated unint sing 0 0 1 1 2
243 SemRel nullrelated integ plur 0 0 4 4 3
243 SemRel nullrelated integ sing 0 0 4 4 3
243 SemRel nullrelated unint plur 1 1 5 6 3
243 SemRel nullrelated unint sing 0 0 4 4 3
244 SemRel nullrelated integ plur 0 0 3 4 4
244 SemRel nullrelated integ sing 0 0 1 1 4
244 SemRel nullrelated unint plur 0 0 5 5 4
244 SemRel nullrelated unint sing 0 0 3 3 4
