subj subexpt semint related n2num errnd errd errcornd errcord list
75 SemRel unint unrel sing 0 0 2 2 3
76 SemRel integ rel plur 0 0 1 1 4
76 SemRel integ rel sing 0 0 3 3 4
76 SemRel integ unrel plur 0 0 2 2 4
76 SemRel integ unrel sing 0 0 0 0 4
76 SemRel unint rel plur 0 0 1 1 4
76 SemRel unint rel sing 0 0 0 1 4
76 SemRel unint unrel plur 0 0 1 1 4
76 SemRel unint unrel sing 0 0 0 0 4
77 SemRel integ rel plur 0 0 2 2 5
77 SemRel integ rel sing 0 0 2 2 5
77 SemRel integ unrel plur 0 0 2 2 5
77 SemRel integ unrel sing 0 0 3 3 5
77 SemRel unint rel plur 0 0 1 1 5
77 SemRel unint rel sing 0 0 1 3 5
77 SemRel unint unrel plur 0 0 2 2 5
77 SemRel unint unrel sing 0 0 3 3 5
78 SemRel integ rel plur 0 0 3 3 6
78 SemRel integ rel sing 0 0 1 1 6
78 SemRel integ unrel plur 0 0 1 1 6
78 SemRel integ unrel sing 0 0 2 2 6
78 SemRel unint rel plur 0 0 1 1 6
78 SemRel unint rel sing 0 0 0 0 6
78 SemRel unint unrel plur 0 0 0 0 6
78 SemRel unint unrel sing 0 0 2 2 6
79 SemRel integ rel plur 1 1 1 1 7
79 SemRel integ rel sing 0 0 0 0 7
79 SemRel integ unrel plur 0 0 0 0 7
79 SemRel integ unrel sing 0 0 1 1 7
79 SemRel unint rel plur 0 0 1 1 7
79 SemRel unint rel sing 0 0 1 1 7
79 SemRel unint unrel plur 0 0 0 0 7
79 SemRel unint unrel sing 0 0 3 3 7
80 SemRel integ rel plur 0 0 2 2 8
80 SemRel integ rel sing 0 0 1 1 8
80 SemRel integ unrel plur 0 0 2 2 8
80 SemRel integ unrel sing 0 0 2 2 8
80 SemRel unint rel plur 0 0 2 2 8
80 SemRel unint rel sing 0 0 1 1 8
80 SemRel unint unrel plur 0 0 1 1 8
80 SemRel unint unrel sing 0 0 1 1 8
81 SemRel integ rel plur 0 0 1 1 1
81 SemRel integ rel sing 0 0 3 3 1
81 SemRel integ unrel plur 0 0 1 1 1
81 SemRel integ unrel sing 0 0 2 2 1
81 SemRel unint rel plur 0 0 2 2 1
81 SemRel unint rel sing 0 0 1 2 1
81 SemRel unint unrel plur 0 0 3 3 1
81 SemRel unint unrel sing 0 0 2 2 1
82 SemRel integ rel plur 0 0 3 3 2
82 SemRel integ rel sing 0 0 1 1 2
82 SemRel integ unrel plur 0 0 1 1 2
82 SemRel integ unrel sing 0 0 2 2 2
82 SemRel unint rel plur 0 0 2 2 2
82 SemRel unint rel sing 0 0 2 2 2
82 SemRel unint unrel plur 0 0 1 1 2
82 SemRel unint unrel sing 0 0 2 2 2
83 SemRel integ rel plur 0 0 1 1 3
83 SemRel integ rel sing 0 0 1 1 3
83 SemRel integ unrel plur 0 0 3 3 3
83 SemRel integ unrel sing 0 0 2 2 3
83 SemRel unint rel plur 0 0 1 2 3
83 SemRel unint rel sing 0 0 2 2 3
83 SemRel unint unrel plur 1 1 2 2 3
83 SemRel unint unrel sing 0 0 1 2 3
84 SemRel integ rel plur 0 0 2 2 4
84 SemRel integ rel sing 0 0 1 1 4
84 SemRel integ unrel plur 0 0 3 3 4
84 SemRel integ unrel sing 0 0 1 1 4
84 SemRel unint rel plur 0 0 1 1 4
84 SemRel unint rel sing 0 0 3 3 4
84 SemRel unint unrel plur 0 0 1 1 4
84 SemRel unint unrel sing 0 0 2 2 4
85 SemRel integ rel plur 0 0 0 0 5
85 SemRel integ rel sing 0 0 2 3 5
85 SemRel integ unrel plur 0 0 0 0 5
85 SemRel integ unrel sing 0 0 0 0 5
85 SemRel unint rel plur 0 0 0 0 5
85 SemRel unint rel sing 0 0 0 0 5
85 SemRel unint unrel plur 0 0 0 0 5
85 SemRel unint unrel sing 0 0 0 0 5
86 SemRel integ rel plur 0 0 2 3 6
86 SemRel integ rel sing 0 0 1 1 6
86 SemRel integ unrel plur 0 0 3 3 6
86 SemRel integ unrel sing 0 0 3 3 6
86 SemRel unint rel plur 0 0 2 3 6
86 SemRel unint rel sing 0 0 0 1 6
86 SemRel unint unrel plur 0 0 2 3 6
86 SemRel unint unrel sing 0 0 3 3 6
87 SemRel integ rel plur 0 0 2 2 7
87 SemRel integ rel sing 0 0 1 1 7
87 SemRel integ unrel plur 0 0 0 0 7
87 SemRel integ unrel sing 0 0 0 1 7
87 SemRel unint rel plur 0 0 0 0 7
87 SemRel unint rel sing 0 0 1 1 7
87 SemRel unint unrel plur 0 0 0 0 7
87 SemRel unint unrel sing 0 0 1 2 7
88 SemRel integ rel plur 0 0 1 1 8
88 SemRel integ rel sing 0 0 2 2 8
88 SemRel integ unrel plur 0 0 1 2 8
88 SemRel integ unrel sing 0 0 3 3 8
88 SemRel unint rel plur 0 0 1 1 8
88 SemRel unint rel sing 0 0 0 0 8
88 SemRel unint unrel plur 0 0 1 1 8
88 SemRel unint unrel sing 0 0 1 1 8
89 SemRel integ rel plur 0 0 1 1 1
89 SemRel integ rel sing 0 0 2 2 1
89 SemRel integ unrel plur 0 0 2 2 1
89 SemRel integ unrel sing 0 0 2 2 1
89 SemRel unint rel plur 0 0 1 1 1
89 SemRel unint rel sing 0 0 1 1 1
89 SemRel unint unrel plur 0 0 1 1 1
89 SemRel unint unrel sing 0 0 3 3 1
90 SemRel integ rel plur 0 0 3 3 2
90 SemRel integ rel sing 0 0 0 1 2
90 SemRel integ unrel plur 0 0 1 1 2
90 SemRel integ unrel sing 0 0 2 2 2
90 SemRel unint rel plur 0 0 1 3 2
90 SemRel unint rel sing 0 0 2 2 2
90 SemRel unint unrel plur 0 0 1 2 2
90 SemRel unint unrel sing 0 0 0 1 2
91 SemRel integ rel plur 0 0 1 1 3
91 SemRel integ rel sing 0 0 0 0 3
91 SemRel integ unrel plur 0 0 1 1 3
91 SemRel integ unrel sing 0 0 2 2 3
91 SemRel unint rel plur 0 0 3 3 3
91 SemRel unint rel sing 0 0 2 2 3
91 SemRel unint unrel plur 0 0 1 1 3
91 SemRel unint unrel sing 0 0 2 2 3
92 SemRel integ rel plur 0 0 1 1 4
92 SemRel integ rel sing 0 0 2 2 4
92 SemRel integ unrel plur 0 0 2 2 4
92 SemRel integ unrel sing 0 0 2 2 4
92 SemRel unint rel plur 0 0 1 1 4
92 SemRel unint rel sing 0 0 3 3 4
92 SemRel unint unrel plur 0 0 1 1 4
92 SemRel unint unrel sing 0 0 2 2 4
93 SemRel integ rel plur 0 0 2 2 5
93 SemRel integ rel sing 0 0 1 1 5
93 SemRel integ unrel plur 0 0 1 1 5
93 SemRel integ unrel sing 0 0 2 2 5
93 SemRel unint rel plur 0 0 2 2 5
93 SemRel unint rel sing 0 0 1 1 5
93 SemRel unint unrel plur 0 0 2 2 5
93 SemRel unint unrel sing 0 0 3 3 5
94 SemRel integ rel plur 0 0 1 1 6
94 SemRel integ rel sing 0 0 1 1 6
94 SemRel integ unrel plur 0 0 2 2 6
94 SemRel integ unrel sing 0 0 2 3 6
94 SemRel unint rel plur 0 0 3 3 6
94 SemRel unint rel sing 0 0 0 0 6
94 SemRel unint unrel plur 0 0 1 1 6
94 SemRel unint unrel sing 0 0 2 2 6
95 SemRel integ rel plur 0 0 0 0 7
95 SemRel integ rel sing 0 0 0 0 7
95 SemRel integ unrel plur 0 0 0 0 7
95 SemRel integ unrel sing 0 0 1 2 7
95 SemRel unint rel plur 1 1 1 1 7
95 SemRel unint rel sing 0 0 1 1 7
95 SemRel unint unrel plur 1 1 1 1 7
95 SemRel unint unrel sing 0 1 1 2 7
96 SemRel integ rel plur 0 0 1 1 8
96 SemRel integ rel sing 0 0 0 0 8
96 SemRel integ unrel plur 0 0 1 1 8
96 SemRel integ unrel sing 0 0 0 0 8
96 SemRel unint rel plur 0 0 1 1 8
96 SemRel unint rel sing 1 1 1 1 8
96 SemRel unint unrel plur 0 0 0 0 8
96 SemRel unint unrel sing 0 0 2 2 8
97 SemRel integ rel plur 0 0 2 2 1
97 SemRel integ rel sing 0 0 2 2 1
97 SemRel integ unrel plur 1 1 2 2 1
97 SemRel integ unrel sing 0 0 1 1 1
97 SemRel unint rel plur 1 1 2 2 1
97 SemRel unint rel sing 0 0 2 2 1
97 SemRel unint unrel plur 0 0 0 0 1
97 SemRel unint unrel sing 0 0 3 3 1
98 SemRel integ rel plur 0 0 1 1 2
98 SemRel integ rel sing 0 0 0 0 2
98 SemRel integ unrel plur 0 0 0 0 2
98 SemRel integ unrel sing 0 0 1 1 2
98 SemRel unint rel plur 0 0 1 1 2
98 SemRel unint rel sing 0 0 1 1 2
98 SemRel unint unrel plur 0 0 1 2 2
98 SemRel unint unrel sing 0 0 1 1 2
99 SemRel integ rel plur 0 0 1 1 3
99 SemRel integ rel sing 0 0 2 2 3
99 SemRel integ unrel plur 1 1 1 1 3
99 SemRel integ unrel sing 0 0 2 2 3
99 SemRel unint rel plur 1 1 2 2 3
99 SemRel unint rel sing 0 0 1 1 3
99 SemRel unint unrel plur 0 0 1 1 3
99 SemRel unint unrel sing 0 0 1 1 3
100 SemRel integ rel plur 1 1 3 3 4
100 SemRel integ rel sing 0 0 2 2 4
100 SemRel integ unrel plur 0 0 1 1 4
100 SemRel integ unrel sing 0 0 3 3 4
100 SemRel unint rel plur 0 0 1 1 4
100 SemRel unint rel sing 0 0 2 2 4
100 SemRel unint unrel plur 0 0 2 2 4
100 SemRel unint unrel sing 0 0 3 3 4
101 SemRel integ rel plur 0 0 1 1 5
101 SemRel integ rel sing 0 0 1 1 5
101 SemRel integ unrel plur 0 0 2 2 5
101 SemRel integ unrel sing 0 0 1 1 5
101 SemRel unint rel plur 0 0 0 0 5
101 SemRel unint rel sing 0 0 2 2 5
101 SemRel unint unrel plur 0 0 1 1 5
101 SemRel unint unrel sing 0 0 1 1 5
102 SemRel integ rel plur 0 0 0 0 6
102 SemRel integ rel sing 0 0 2 2 6
102 SemRel integ unrel plur 0 0 2 2 6
102 SemRel integ unrel sing 0 0 1 1 6
102 SemRel unint rel plur 0 0 2 2 6
102 SemRel unint rel sing 0 0 0 0 6
102 SemRel unint unrel plur 0 0 0 0 6
102 SemRel unint unrel sing 0 0 0 0 6
103 SemRel integ rel plur 0 0 1 1 7
103 SemRel integ rel sing 0 0 3 3 7
103 SemRel integ unrel plur 0 0 2 3 7
103 SemRel integ unrel sing 0 0 3 3 7
103 SemRel unint rel plur 0 0 2 2 7
103 SemRel unint rel sing 0 0 2 2 7
103 SemRel unint unrel plur 0 0 1 1 7
103 SemRel unint unrel sing 0 0 3 3 7
104 SemRel integ rel plur 0 0 0 0 8
104 SemRel integ rel sing 0 0 2 2 8
104 SemRel integ unrel plur 0 0 2 2 8
104 SemRel integ unrel sing 0 0 2 2 8
104 SemRel unint rel plur 0 0 1 1 8
104 SemRel unint rel sing 0 0 1 1 8
104 SemRel unint unrel plur 0 0 1 1 8
104 SemRel unint unrel sing 0 0 2 2 8
105 SemRel integ rel plur 0 0 1 1 1
105 SemRel integ rel sing 0 0 1 1 1
105 SemRel integ unrel plur 0 0 0 0 1
105 SemRel integ unrel sing 0 0 2 2 1
105 SemRel unint rel plur 0 0 0 0 1
105 SemRel unint rel sing 0 0 2 2 1
105 SemRel unint unrel plur 0 0 1 1 1
105 SemRel unint unrel sing 0 0 3 3 1
106 SemRel integ rel plur 0 0 0 0 2
106 SemRel integ rel sing 0 0 1 1 2
106 SemRel integ unrel plur 0 0 1 1 2
106 SemRel integ unrel sing 0 0 1 1 2
106 SemRel unint rel plur 0 0 1 1 2
106 SemRel unint rel sing 0 0 1 2 2
106 SemRel unint unrel plur 0 0 0 0 2
106 SemRel unint unrel sing 0 0 1 1 2
107 SemRel integ rel plur 0 0 2 2 3
107 SemRel integ rel sing 0 0 2 2 3
107 SemRel integ unrel plur 0 0 1 1 3
107 SemRel integ unrel sing 0 0 3 3 3
107 SemRel unint rel plur 0 0 3 3 3
107 SemRel unint rel sing 0 0 3 3 3
107 SemRel unint unrel plur 0 0 1 2 3
107 SemRel unint unrel sing 0 0 2 2 3
108 SemRel integ rel plur 0 0 1 1 4
108 SemRel integ rel sing 0 0 3 3 4
108 SemRel integ unrel plur 0 0 1 1 4
108 SemRel integ unrel sing 0 0 0 0 4
108 SemRel unint rel plur 0 0 0 0 4
108 SemRel unint rel sing 0 0 2 2 4
108 SemRel unint unrel plur 0 0 0 0 4
108 SemRel unint unrel sing 0 0 1 1 4
109 SemRel integ rel plur 0 0 2 2 5
109 SemRel integ rel sing 0 0 2 2 5
109 SemRel integ unrel plur 0 0 2 2 5
109 SemRel integ unrel sing 0 0 3 3 5
109 SemRel unint rel plur 0 0 0 0 5
109 SemRel unint rel sing 0 0 1 3 5
109 SemRel unint unrel plur 0 0 1 2 5
109 SemRel unint unrel sing 0 0 1 2 5
110 SemRel integ rel plur 0 0 1 1 6
110 SemRel integ rel sing 0 0 2 2 6
110 SemRel integ unrel plur 0 0 1 2 6
110 SemRel integ unrel sing 0 0 1 2 6
110 SemRel unint rel plur 0 0 2 2 6
110 SemRel unint rel sing 0 0 2 2 6
110 SemRel unint unrel plur 1 1 3 3 6
110 SemRel unint unrel sing 0 0 0 0 6
111 SemRel integ rel plur 0 0 0 0 7
111 SemRel integ rel sing 0 0 0 0 7
111 SemRel integ unrel plur 0 0 1 1 7
111 SemRel integ unrel sing 0 0 2 2 7
111 SemRel unint rel plur 0 0 1 1 7
111 SemRel unint rel sing 0 0 2 2 7
111 SemRel unint unrel plur 0 0 0 0 7
111 SemRel unint unrel sing 0 0 2 2 7
113 SemRel integ rel plur 0 0 1 1 1
113 SemRel integ rel sing 0 0 2 2 1
113 SemRel integ unrel plur 0 0 2 2 1
113 SemRel integ unrel sing 0 0 2 2 1
113 SemRel unint rel plur 0 0 2 2 1
113 SemRel unint rel sing 0 0 2 3 1
113 SemRel unint unrel plur 0 0 2 2 1
113 SemRel unint unrel sing 0 0 0 0 1
114 SemRel integ rel plur 1 1 3 3 2
114 SemRel integ rel sing 0 0 0 0 2
114 SemRel integ unrel plur 0 0 2 2 2
114 SemRel integ unrel sing 0 0 2 2 2
114 SemRel unint rel plur 0 0 2 2 2
114 SemRel unint rel sing 0 0 2 2 2
114 SemRel unint unrel plur 0 0 2 2 2
114 SemRel unint unrel sing 0 0 2 2 2
115 SemRel integ rel plur 0 0 0 1 3
115 SemRel integ rel sing 0 0 0 0 3
115 SemRel integ unrel plur 0 0 3 3 3
115 SemRel integ unrel sing 0 0 2 3 3
115 SemRel unint rel plur 0 1 1 2 3
115 SemRel unint rel sing 0 0 0 1 3
115 SemRel unint unrel plur 0 0 0 0 3
115 SemRel unint unrel sing 0 0 0 2 3
116 SemRel integ rel plur 0 0 0 0 4
116 SemRel integ rel sing 0 0 2 2 4
116 SemRel integ unrel plur 0 0 0 1 4
116 SemRel integ unrel sing 0 0 1 1 4
116 SemRel unint rel plur 0 0 0 0 4
116 SemRel unint rel sing 0 0 1 1 4
116 SemRel unint unrel plur 0 0 1 1 4
116 SemRel unint unrel sing 0 0 3 3 4
117 SemRel integ rel plur 0 1 1 2 5
117 SemRel integ rel sing 0 0 1 2 5
117 SemRel integ unrel plur 0 0 1 2 5
117 SemRel integ unrel sing 0 0 2 2 5
117 SemRel unint rel plur 1 1 3 3 5
117 SemRel unint rel sing 0 0 1 3 5
117 SemRel unint unrel plur 0 0 2 3 5
117 SemRel unint unrel sing 0 0 2 3 5
118 SemRel integ rel plur 0 1 0 1 6
118 SemRel integ rel sing 0 0 0 1 6
118 SemRel integ unrel plur 0 0 2 2 6
118 SemRel integ unrel sing 0 0 0 0 6
118 SemRel unint rel plur 0 0 1 1 6
118 SemRel unint rel sing 0 0 0 0 6
118 SemRel unint unrel plur 0 0 0 0 6
118 SemRel unint unrel sing 0 0 0 1 6
119 SemRel integ rel plur 0 2 0 2 7
119 SemRel integ rel sing 0 0 0 1 7
119 SemRel integ unrel plur 1 1 2 2 7
119 SemRel integ unrel sing 0 0 1 2 7
119 SemRel unint rel plur 0 0 2 2 7
119 SemRel unint rel sing 0 0 1 1 7
119 SemRel unint unrel plur 0 1 0 1 7
119 SemRel unint unrel sing 0 0 0 0 7
120 SemRel integ rel plur 0 0 1 1 8
120 SemRel integ rel sing 0 0 2 2 8
120 SemRel integ unrel plur 0 0 1 1 8
120 SemRel integ unrel sing 0 0 1 1 8
120 SemRel unint rel plur 0 0 1 1 8
120 SemRel unint rel sing 0 0 1 1 8
120 SemRel unint unrel plur 0 0 1 1 8
120 SemRel unint unrel sing 0 0 0 0 8
122 SemRel integ rel plur 1 1 2 3 2
122 SemRel integ rel sing 0 0 1 1 2
122 SemRel integ unrel plur 0 0 1 1 2
122 SemRel integ unrel sing 0 0 0 0 2
122 SemRel unint rel plur 0 0 2 2 2
122 SemRel unint rel sing 0 0 2 2 2
122 SemRel unint unrel plur 0 0 3 3 2
122 SemRel unint unrel sing 0 0 1 2 2
123 SemRel integ rel plur 0 0 0 0 3
123 SemRel integ rel sing 0 0 1 1 3
123 SemRel integ unrel plur 0 0 0 0 3
123 SemRel integ unrel sing 0 0 1 1 3
123 SemRel unint rel plur 1 1 2 2 3
123 SemRel unint rel sing 0 0 0 0 3
123 SemRel unint unrel plur 2 2 2 2 3
123 SemRel unint unrel sing 0 0 2 2 3
124 SemRel integ rel plur 0 0 2 3 4
124 SemRel integ rel sing 0 0 2 3 4
124 SemRel integ unrel plur 0 0 1 2 4
124 SemRel integ unrel sing 0 0 2 2 4
124 SemRel unint rel plur 0 0 1 1 4
124 SemRel unint rel sing 0 0 0 2 4
124 SemRel unint unrel plur 0 0 2 2 4
124 SemRel unint unrel sing 0 0 3 3 4
125 SemRel integ rel plur 0 0 1 2 5
125 SemRel integ rel sing 0 0 0 0 5
125 SemRel integ unrel plur 0 0 2 2 5
125 SemRel integ unrel sing 0 0 1 1 5
125 SemRel unint rel plur 0 0 1 2 5
125 SemRel unint rel sing 0 0 1 1 5
125 SemRel unint unrel plur 0 0 2 3 5
125 SemRel unint unrel sing 0 0 2 2 5
126 SemRel integ rel plur 0 0 0 0 6
126 SemRel integ rel sing 0 0 3 3 6
126 SemRel integ unrel plur 0 0 2 2 6
126 SemRel integ unrel sing 0 0 3 3 6
126 SemRel unint rel plur 0 0 2 2 6
126 SemRel unint rel sing 0 0 2 2 6
126 SemRel unint unrel plur 0 1 1 2 6
126 SemRel unint unrel sing 0 0 1 2 6
127 SemRel integ rel plur 0 0 2 2 7
127 SemRel integ rel sing 0 0 0 0 7
127 SemRel integ unrel plur 0 0 2 2 7
127 SemRel integ unrel sing 0 0 1 1 7
127 SemRel unint rel plur 1 1 2 2 7
127 SemRel unint rel sing 0 0 1 1 7
127 SemRel unint unrel plur 0 0 1 1 7
127 SemRel unint unrel sing 0 0 2 2 7
128 SemRel integ rel plur 1 1 1 1 8
128 SemRel integ rel sing 0 0 0 1 8
128 SemRel integ unrel plur 1 1 1 1 8
128 SemRel integ unrel sing 0 0 2 2 8
128 SemRel unint rel plur 0 0 1 2 8
128 SemRel unint rel sing 0 0 1 1 8
128 SemRel unint unrel plur 2 2 3 3 8
128 SemRel unint unrel sing 0 0 0 0 8
129 SemRel integ rel plur 0 0 0 0 1
129 SemRel integ rel sing 0 0 2 2 1
129 SemRel integ unrel plur 0 0 1 1 1
129 SemRel integ unrel sing 0 0 1 1 1
129 SemRel unint rel plur 0 0 0 0 1
129 SemRel unint rel sing 0 0 1 2 1
129 SemRel unint unrel plur 1 1 1 2 1
129 SemRel unint unrel sing 0 0 1 2 1
130 SemRel integ rel plur 0 0 3 3 2
130 SemRel integ rel sing 0 0 1 1 2
130 SemRel integ unrel plur 0 0 0 0 2
130 SemRel integ unrel sing 0 0 1 2 2
130 SemRel unint rel plur 0 0 3 3 2
130 SemRel unint rel sing 0 0 2 2 2
130 SemRel unint unrel plur 0 0 2 2 2
130 SemRel unint unrel sing 0 0 0 0 2
131 SemRel integ rel plur 0 0 1 1 3
131 SemRel integ rel sing 0 0 2 2 3
131 SemRel integ unrel plur 0 0 2 2 3
131 SemRel integ unrel sing 0 0 3 3 3
131 SemRel unint rel plur 0 0 2 2 3
131 SemRel unint rel sing 0 0 1 1 3
131 SemRel unint unrel plur 0 0 1 1 3
131 SemRel unint unrel sing 0 0 2 2 3
132 SemRel integ rel plur 0 0 2 2 4
132 SemRel integ rel sing 0 0 1 1 4
132 SemRel integ unrel plur 0 0 3 3 4
132 SemRel integ unrel sing 0 0 1 1 4
132 SemRel unint rel plur 0 0 0 0 4
132 SemRel unint rel sing 0 0 2 2 4
132 SemRel unint unrel plur 0 0 1 1 4
132 SemRel unint unrel sing 0 0 0 0 4
133 SemRel integ rel plur 1 1 1 1 5
133 SemRel integ rel sing 0 0 0 0 5
133 SemRel integ unrel plur 0 0 0 0 5
133 SemRel integ unrel sing 0 0 0 0 5
133 SemRel unint rel plur 0 0 1 1 5
133 SemRel unint rel sing 0 0 1 1 5
133 SemRel unint unrel plur 1 1 2 2 5
133 SemRel unint unrel sing 0 0 1 1 5
134 SemRel integ rel plur 0 0 1 1 6
134 SemRel integ rel sing 0 0 1 1 6
134 SemRel integ unrel plur 0 0 2 2 6
134 SemRel integ unrel sing 0 0 1 1 6
134 SemRel unint rel plur 0 0 1 1 6
134 SemRel unint rel sing 0 0 0 0 6
134 SemRel unint unrel plur 0 0 2 2 6
134 SemRel unint unrel sing 0 0 2 2 6
135 SemRel integ rel plur 1 1 2 2 7
135 SemRel integ rel sing 0 0 2 2 7
135 SemRel integ unrel plur 0 0 2 2 7
135 SemRel integ unrel sing 0 0 2 2 7
135 SemRel unint rel plur 0 0 2 2 7
135 SemRel unint rel sing 0 0 2 2 7
135 SemRel unint unrel plur 0 0 2 2 7
135 SemRel unint unrel sing 0 0 3 3 7
136 SemRel integ rel plur 0 0 3 3 8
136 SemRel integ rel sing 0 0 2 2 8
136 SemRel integ unrel plur 1 1 2 3 8
136 SemRel integ unrel sing 0 0 2 3 8
136 SemRel unint rel plur 0 0 2 3 8
136 SemRel unint rel sing 0 0 2 2 8
136 SemRel unint unrel plur 0 0 3 3 8
136 SemRel unint unrel sing 0 0 3 3 8
137 SemRel integ rel plur 1 1 3 3 1
137 SemRel integ rel sing 0 0 3 3 1
137 SemRel integ unrel plur 0 0 2 2 1
137 SemRel integ unrel sing 0 0 2 2 1
137 SemRel unint rel plur 1 1 3 3 1
137 SemRel unint rel sing 0 0 1 1 1
137 SemRel unint unrel plur 0 0 1 3 1
137 SemRel unint unrel sing 0 0 2 2 1
139 SemRel integ rel plur 0 0 1 2 3
139 SemRel integ rel sing 0 0 1 1 3
139 SemRel integ unrel plur 0 0 0 0 3
139 SemRel integ unrel sing 0 0 1 1 3
139 SemRel unint rel plur 0 1 0 2 3
139 SemRel unint rel sing 0 0 1 1 3
139 SemRel unint unrel plur 0 0 2 2 3
139 SemRel unint unrel sing 0 0 2 2 3
140 SemRel integ rel plur 0 0 0 0 4
140 SemRel integ rel sing 0 0 0 0 4
140 SemRel integ unrel plur 0 2 0 2 4
140 SemRel integ unrel sing 0 0 0 0 4
140 SemRel unint rel plur 0 0 0 0 4
140 SemRel unint rel sing 0 0 0 0 4
140 SemRel unint unrel plur 0 0 0 0 4
140 SemRel unint unrel sing 0 0 2 2 4
141 SemRel integ rel plur 0 0 2 2 5
141 SemRel integ rel sing 0 0 0 0 5
141 SemRel integ unrel plur 0 0 1 1 5
141 SemRel integ unrel sing 0 0 1 1 5
141 SemRel unint rel plur 0 0 3 3 5
141 SemRel unint rel sing 0 0 3 3 5
141 SemRel unint unrel plur 0 0 0 0 5
141 SemRel unint unrel sing 0 0 1 1 5
142 SemRel integ rel plur 0 0 2 2 6
142 SemRel integ rel sing 0 0 1 1 6
142 SemRel integ unrel plur 0 0 1 1 6
142 SemRel integ unrel sing 0 0 1 1 6
142 SemRel unint rel plur 1 1 2 2 6
142 SemRel unint rel sing 0 0 0 0 6
142 SemRel unint unrel plur 0 0 2 2 6
142 SemRel unint unrel sing 0 0 1 1 6
143 SemRel integ rel plur 0 0 2 2 7
143 SemRel integ rel sing 0 0 1 1 7
143 SemRel integ unrel plur 0 1 2 3 7
143 SemRel integ unrel sing 1 1 1 1 7
143 SemRel unint rel plur 0 0 2 2 7
143 SemRel unint rel sing 0 0 1 1 7
143 SemRel unint unrel plur 0 0 2 2 7
143 SemRel unint unrel sing 0 0 2 2 7
144 SemRel integ rel plur 0 0 1 1 4
144 SemRel integ rel sing 0 0 2 2 4
144 SemRel integ unrel plur 0 0 2 2 4
144 SemRel integ unrel sing 0 0 2 3 4
144 SemRel unint rel plur 0 0 2 2 4
144 SemRel unint rel sing 0 0 2 2 4
144 SemRel unint unrel plur 0 0 2 2 4
144 SemRel unint unrel sing 0 0 3 3 4
145 SemRel integ rel plur 0 0 1 1 1
145 SemRel integ rel sing 0 0 3 3 1
145 SemRel integ unrel plur 0 0 1 1 1
145 SemRel integ unrel sing 0 0 1 1 1
145 SemRel unint rel plur 0 0 1 1 1
145 SemRel unint rel sing 0 0 2 2 1
145 SemRel unint unrel plur 0 0 1 1 1
145 SemRel unint unrel sing 0 0 1 1 1
146 SemRel integ rel plur 0 0 3 3 2
146 SemRel integ rel sing 0 0 0 1 2
146 SemRel integ unrel plur 0 0 3 3 2
146 SemRel integ unrel sing 0 0 3 3 2
146 SemRel unint rel plur 0 0 1 2 2
146 SemRel unint rel sing 0 0 2 2 2
146 SemRel unint unrel plur 0 0 2 2 2
146 SemRel unint unrel sing 0 0 2 3 2
147 SemRel integ rel plur 0 0 1 1 3
147 SemRel integ rel sing 0 0 3 3 3
147 SemRel integ unrel plur 0 0 3 3 3
147 SemRel integ unrel sing 0 0 2 2 3
147 SemRel unint rel plur 0 0 2 2 3
147 SemRel unint rel sing 0 0 2 2 3
147 SemRel unint unrel plur 1 1 1 1 3
147 SemRel unint unrel sing 0 0 1 1 3
148 SemRel integ rel plur 0 0 1 1 4
148 SemRel integ rel sing 0 0 0 0 4
148 SemRel integ unrel plur 0 0 2 2 4
148 SemRel integ unrel sing 0 0 1 1 4
148 SemRel unint rel plur 0 0 1 1 4
148 SemRel unint rel sing 0 0 1 1 4
148 SemRel unint unrel plur 0 0 2 2 4
148 SemRel unint unrel sing 0 0 3 3 4
149 SemRel integ rel plur 2 2 2 3 5
149 SemRel integ rel sing 0 0 2 2 5
149 SemRel integ unrel plur 0 0 3 3 5
149 SemRel integ unrel sing 0 0 2 2 5
149 SemRel unint rel plur 0 0 2 2 5
149 SemRel unint rel sing 0 0 3 3 5
149 SemRel unint unrel plur 0 0 3 3 5
149 SemRel unint unrel sing 0 0 3 3 5
150 SemRel integ rel plur 0 0 1 1 6
150 SemRel integ rel sing 0 0 1 1 6
150 SemRel integ unrel plur 0 0 1 1 6
150 SemRel integ unrel sing 0 0 0 0 6
150 SemRel unint rel plur 3 3 3 3 6
150 SemRel unint rel sing 0 0 1 1 6
150 SemRel unint unrel plur 0 0 0 0 6
150 SemRel unint unrel sing 0 0 0 1 6
151 SemRel integ rel plur 0 0 3 3 7
151 SemRel integ rel sing 0 0 2 2 7
151 SemRel integ unrel plur 0 0 1 1 7
151 SemRel integ unrel sing 0 0 3 3 7
151 SemRel unint rel plur 0 0 2 2 7
151 SemRel unint rel sing 0 0 3 3 7
151 SemRel unint unrel plur 0 0 3 3 7
151 SemRel unint unrel sing 0 0 3 3 7
152 SemRel integ rel plur 0 0 1 2 8
152 SemRel integ rel sing 0 0 2 2 8
152 SemRel integ unrel plur 0 0 1 1 8
152 SemRel integ unrel sing 0 0 1 1 8
152 SemRel unint rel plur 0 0 2 2 8
152 SemRel unint rel sing 0 0 2 2 8
152 SemRel unint unrel plur 0 0 2 2 8
152 SemRel unint unrel sing 0 0 0 0 8
153 SemRel integ rel plur 0 0 2 2 1
