subj subexpt semint related n2num errnd errd errcornd errcord list
135 SemRel nullinteg rel sing 0 0 4 4 7
135 SemRel nullinteg unrel plur 0 0 4 4 7
135 SemRel nullinteg unrel sing 0 0 5 5 7
136 SemRel nullinteg rel plur 0 0 5 6 8
136 SemRel nullinteg rel sing 0 0 4 4 8
136 SemRel nullinteg unrel plur 1 1 5 6 8
136 SemRel nullinteg unrel sing 0 0 5 6 8
137 SemRel nullinteg rel plur 2 2 6 6 1
137 SemRel nullinteg rel sing 0 0 4 4 1
137 SemRel nullinteg unrel plur 0 0 3 5 1
137 SemRel nullinteg unrel sing 0 0 4 4 1
139 SemRel nullinteg rel plur 0 1 1 4 3
139 SemRel nullinteg rel sing 0 0 2 2 3
139 SemRel nullinteg unrel plur 0 0 2 2 3
139 SemRel nullinteg unrel sing 0 0 3 3 3
140 SemRel nullinteg rel plur 0 0 0 0 4
140 SemRel nullinteg rel sing 0 0 0 0 4
140 SemRel nullinteg unrel plur 0 2 0 2 4
140 SemRel nullinteg unrel sing 0 0 2 2 4
141 SemRel nullinteg rel plur 0 0 5 5 5
141 SemRel nullinteg rel sing 0 0 3 3 5
141 SemRel nullinteg unrel plur 0 0 1 1 5
141 SemRel nullinteg unrel sing 0 0 2 2 5
142 SemRel nullinteg rel plur 1 1 4 4 6
142 SemRel nullinteg rel sing 0 0 1 1 6
142 SemRel nullinteg unrel plur 0 0 3 3 6
142 SemRel nullinteg unrel sing 0 0 2 2 6
143 SemRel nullinteg rel plur 0 0 4 4 7
143 SemRel nullinteg rel sing 0 0 2 2 7
143 SemRel nullinteg unrel plur 0 1 4 5 7
143 SemRel nullinteg unrel sing 1 1 3 3 7
144 SemRel nullinteg rel plur 0 0 3 3 4
144 SemRel nullinteg rel sing 0 0 4 4 4
144 SemRel nullinteg unrel plur 0 0 4 4 4
144 SemRel nullinteg unrel sing 0 0 5 6 4
145 SemRel nullinteg rel plur 0 0 2 2 1
145 SemRel nullinteg rel sing 0 0 5 5 1
145 SemRel nullinteg unrel plur 0 0 2 2 1
145 SemRel nullinteg unrel sing 0 0 2 2 1
146 SemRel nullinteg rel plur 0 0 4 5 2
146 SemRel nullinteg rel sing 0 0 2 3 2
146 SemRel nullinteg unrel plur 0 0 5 5 2
146 SemRel nullinteg unrel sing 0 0 5 6 2
147 SemRel nullinteg rel plur 0 0 3 3 3
147 SemRel nullinteg rel sing 0 0 5 5 3
147 SemRel nullinteg unrel plur 1 1 4 4 3
147 SemRel nullinteg unrel sing 0 0 3 3 3
148 SemRel nullinteg rel plur 0 0 2 2 4
148 SemRel nullinteg rel sing 0 0 1 1 4
148 SemRel nullinteg unrel plur 0 0 4 4 4
148 SemRel nullinteg unrel sing 0 0 4 4 4
149 SemRel nullinteg rel plur 2 2 4 5 5
149 SemRel nullinteg rel sing 0 0 5 5 5
149 SemRel nullinteg unrel plur 0 0 6 6 5
149 SemRel nullinteg unrel sing 0 0 5 5 5
150 SemRel nullinteg rel plur 3 3 4 4 6
150 SemRel nullinteg rel sing 0 0 2 2 6
150 SemRel nullinteg unrel plur 0 0 1 1 6
150 SemRel nullinteg unrel sing 0 0 0 1 6
151 SemRel nullinteg rel plur 0 0 5 5 7
151 SemRel nullinteg rel sing 0 0 5 5 7
151 SemRel nullinteg unrel plur 0 0 4 4 7
151 SemRel nullinteg unrel sing 0 0 6 6 7
152 SemRel nullinteg rel plur 0 0 3 4 8
152 SemRel nullinteg rel sing 0 0 4 4 8
152 SemRel nullinteg unrel plur 0 0 3 3 8
152 SemRel nullinteg unrel sing 0 0 1 1 8
153 SemRel nullinteg rel plur 0 0 4 4 1
153 SemRel nullinteg rel sing 0 0 3 3 1
153 SemRel nullinteg unrel plur 0 0 3 3 1
153 SemRel nullinteg unrel sing 0 0 1 1 1
154 SemRel nullinteg rel plur 1 1 2 2 2
154 SemRel nullinteg rel sing 0 0 1 2 2
154 SemRel nullinteg unrel plur 0 0 1 1 2
154 SemRel nullinteg unrel sing 0 0 1 3 2
155 SemRel nullinteg rel plur 0 0 5 5 3
155 SemRel nullinteg rel sing 0 0 3 3 3
155 SemRel nullinteg unrel plur 0 0 4 4 3
155 SemRel nullinteg unrel sing 0 0 6 6 3
156 SemRel nullinteg rel plur 0 0 3 3 4
156 SemRel nullinteg rel sing 0 0 4 4 4
156 SemRel nullinteg unrel plur 0 0 4 4 4
156 SemRel nullinteg unrel sing 0 0 5 5 4
159 SemRel nullinteg rel plur 0 0 2 3 7
159 SemRel nullinteg rel sing 0 0 3 3 7
159 SemRel nullinteg unrel plur 0 1 3 6 7
159 SemRel nullinteg unrel sing 0 0 3 5 7
160 SemRel nullinteg rel plur 0 0 2 2 8
160 SemRel nullinteg rel sing 0 0 3 3 8
160 SemRel nullinteg unrel plur 0 0 2 2 8
160 SemRel nullinteg unrel sing 0 0 1 1 8
161 SemRel nullinteg rel plur 1 1 4 4 1
161 SemRel nullinteg rel sing 0 0 5 5 1
161 SemRel nullinteg unrel plur 0 0 3 3 1
161 SemRel nullinteg unrel sing 0 0 3 4 1
162 SemRel nullinteg rel plur 1 1 6 6 2
162 SemRel nullinteg rel sing 0 0 5 5 2
162 SemRel nullinteg unrel plur 0 0 5 6 2
162 SemRel nullinteg unrel sing 0 0 4 4 2
163 SemRel nullinteg rel plur 0 0 5 5 3
163 SemRel nullinteg rel sing 0 0 4 4 3
163 SemRel nullinteg unrel plur 0 0 4 4 3
163 SemRel nullinteg unrel sing 0 0 5 6 3
164 SemRel nullinteg rel plur 0 0 1 1 4
164 SemRel nullinteg rel sing 0 0 0 0 4
164 SemRel nullinteg unrel plur 0 0 1 1 4
164 SemRel nullinteg unrel sing 0 0 1 1 4
165 SemRel nullinteg rel plur 0 0 5 5 5
165 SemRel nullinteg rel sing 0 0 3 3 5
165 SemRel nullinteg unrel plur 0 0 2 2 5
165 SemRel nullinteg unrel sing 0 0 2 2 5
166 SemRel nullinteg rel plur 0 0 2 2 6
166 SemRel nullinteg rel sing 0 0 1 1 6
166 SemRel nullinteg unrel plur 0 0 1 1 6
166 SemRel nullinteg unrel sing 0 0 1 1 6
167 SemRel nullinteg rel plur 0 0 2 2 7
167 SemRel nullinteg rel sing 0 0 4 4 7
167 SemRel nullinteg unrel plur 0 0 2 2 7
167 SemRel nullinteg unrel sing 0 0 1 3 7
168 SemRel nullinteg rel plur 0 0 0 0 8
168 SemRel nullinteg rel sing 0 0 0 1 8
168 SemRel nullinteg unrel plur 0 0 2 2 8
168 SemRel nullinteg unrel sing 0 0 0 0 8
169 SemRel nullinteg rel plur 0 0 2 2 1
169 SemRel nullinteg rel sing 0 0 3 3 1
169 SemRel nullinteg unrel plur 0 0 3 3 1
169 SemRel nullinteg unrel sing 0 0 5 5 1
170 SemRel nullinteg rel plur 0 0 3 3 2
170 SemRel nullinteg rel sing 0 0 4 4 2
170 SemRel nullinteg unrel plur 0 0 5 5 2
170 SemRel nullinteg unrel sing 0 0 5 5 2
171 SemRel nullinteg rel plur 0 0 3 3 3
171 SemRel nullinteg rel sing 0 0 3 3 3
171 SemRel nullinteg unrel plur 0 0 3 3 3
171 SemRel nullinteg unrel sing 0 0 3 3 3
172 SemRel nullinteg rel plur 0 0 4 4 4
172 SemRel nullinteg rel sing 0 0 5 5 4
172 SemRel nullinteg unrel plur 0 0 5 5 4
172 SemRel nullinteg unrel sing 0 0 5 6 4
173 SemRel nullinteg rel plur 0 0 0 0 5
173 SemRel nullinteg rel sing 0 0 2 2 5
173 SemRel nullinteg unrel plur 0 0 2 2 5
173 SemRel nullinteg unrel sing 0 0 0 0 5
174 SemRel nullinteg rel plur 0 0 5 5 6
174 SemRel nullinteg rel sing 0 0 5 5 6
174 SemRel nullinteg unrel plur 0 0 3 3 6
174 SemRel nullinteg unrel sing 0 0 3 3 6
175 SemRel nullinteg rel plur 0 0 4 4 7
175 SemRel nullinteg rel sing 0 0 5 5 7
175 SemRel nullinteg unrel plur 0 0 3 4 7
175 SemRel nullinteg unrel sing 0 0 2 3 7
176 SemRel nullinteg rel plur 0 0 4 4 8
176 SemRel nullinteg rel sing 0 0 4 4 8
176 SemRel nullinteg unrel plur 0 0 4 4 8
176 SemRel nullinteg unrel sing 0 0 4 4 8
177 SemRel nullinteg rel plur 2 2 3 3 1
177 SemRel nullinteg rel sing 0 0 5 5 1
177 SemRel nullinteg unrel plur 1 1 4 4 1
177 SemRel nullinteg unrel sing 0 0 4 4 1
178 SemRel nullinteg rel plur 1 1 4 5 2
178 SemRel nullinteg rel sing 0 0 3 3 2
178 SemRel nullinteg unrel plur 0 0 5 5 2
178 SemRel nullinteg unrel sing 0 0 6 6 2
179 SemRel nullinteg rel plur 0 0 3 3 3
179 SemRel nullinteg rel sing 0 0 4 4 3
179 SemRel nullinteg unrel plur 0 0 1 1 3
179 SemRel nullinteg unrel sing 0 0 1 1 3
180 SemRel nullinteg rel plur 0 0 0 1 4
180 SemRel nullinteg rel sing 0 0 1 1 4
180 SemRel nullinteg unrel plur 0 0 2 2 4
180 SemRel nullinteg unrel sing 0 0 2 2 4
181 SemRel nullinteg rel plur 0 0 3 3 5
181 SemRel nullinteg rel sing 0 0 4 4 5
181 SemRel nullinteg unrel plur 0 0 3 3 5
181 SemRel nullinteg unrel sing 0 0 4 4 5
182 SemRel nullinteg rel plur 0 0 3 4 6
182 SemRel nullinteg rel sing 0 0 4 4 6
182 SemRel nullinteg unrel plur 0 0 6 6 6
182 SemRel nullinteg unrel sing 0 0 5 6 6
183 SemRel nullinteg rel plur 0 0 3 3 7
183 SemRel nullinteg rel sing 0 0 3 3 7
183 SemRel nullinteg unrel plur 0 0 3 3 7
183 SemRel nullinteg unrel sing 0 0 2 2 7
184 SemRel nullinteg rel plur 0 0 3 3 8
184 SemRel nullinteg rel sing 0 0 3 3 8
184 SemRel nullinteg unrel plur 0 0 3 3 8
184 SemRel nullinteg unrel sing 0 0 5 5 8
185 SemRel nullinteg rel plur 0 0 5 5 1
185 SemRel nullinteg rel sing 0 0 6 6 1
185 SemRel nullinteg unrel plur 0 0 5 5 1
185 SemRel nullinteg unrel sing 0 0 4 4 1
186 SemRel nullinteg rel plur 0 0 3 4 2
186 SemRel nullinteg rel sing 0 0 1 1 2
186 SemRel nullinteg unrel plur 0 0 4 4 2
186 SemRel nullinteg unrel sing 0 0 4 4 2
187 SemRel nullinteg rel plur 1 1 1 1 3
187 SemRel nullinteg rel sing 0 0 0 0 3
187 SemRel nullinteg unrel plur 0 0 0 1 3
187 SemRel nullinteg unrel sing 0 0 1 2 3
188 SemRel nullinteg rel plur 1 1 1 1 4
188 SemRel nullinteg rel sing 0 0 3 3 4
188 SemRel nullinteg unrel plur 0 0 3 3 4
188 SemRel nullinteg unrel sing 0 0 5 6 4
189 SemRel nullinteg rel plur 0 0 3 4 5
189 SemRel nullinteg rel sing 0 0 3 4 5
189 SemRel nullinteg unrel plur 0 0 3 4 5
189 SemRel nullinteg unrel sing 0 0 3 3 5
190 SemRel nullinteg rel plur 1 1 4 4 6
190 SemRel nullinteg rel sing 0 0 5 5 6
190 SemRel nullinteg unrel plur 0 0 5 5 6
190 SemRel nullinteg unrel sing 0 0 3 3 6
193 SemRel nullinteg rel plur 0 0 3 3 1
193 SemRel nullinteg rel sing 0 0 2 3 1
193 SemRel nullinteg unrel plur 0 0 3 3 1
193 SemRel nullinteg unrel sing 0 0 0 0 1
194 SemRel nullinteg rel plur 1 1 3 4 2
194 SemRel nullinteg rel sing 0 0 2 2 2
194 SemRel nullinteg unrel plur 0 0 2 2 2
194 SemRel nullinteg unrel sing 0 0 5 5 2
195 SemRel nullinteg rel plur 0 0 4 4 3
195 SemRel nullinteg rel sing 0 0 1 1 3
195 SemRel nullinteg unrel plur 0 0 3 3 3
195 SemRel nullinteg unrel sing 0 0 3 3 3
196 SemRel nullinteg rel plur 0 0 3 3 4
196 SemRel nullinteg rel sing 0 0 4 4 4
196 SemRel nullinteg unrel plur 0 1 3 4 4
196 SemRel nullinteg unrel sing 0 0 5 5 4
197 SemRel nullinteg rel plur 1 1 4 4 5
197 SemRel nullinteg rel sing 0 0 4 4 5
197 SemRel nullinteg unrel plur 0 0 2 2 5
197 SemRel nullinteg unrel sing 0 0 1 1 5
198 SemRel nullinteg rel plur 0 0 5 5 6
198 SemRel nullinteg rel sing 0 0 3 3 6
198 SemRel nullinteg unrel plur 0 0 2 4 6
198 SemRel nullinteg unrel sing 0 0 5 6 6
199 SemRel nullinteg rel plur 0 0 4 4 7
199 SemRel nullinteg rel sing 0 0 4 4 7
199 SemRel nullinteg unrel plur 0 0 2 2 7
199 SemRel nullinteg unrel sing 0 0 4 4 7
200 SemRel nullinteg rel plur 0 1 3 4 8
200 SemRel nullinteg rel sing 0 0 4 4 8
200 SemRel nullinteg unrel plur 2 2 4 4 8
200 SemRel nullinteg unrel sing 0 0 4 4 8
201 SemRel nullinteg rel plur 1 1 4 4 1
201 SemRel nullinteg rel sing 0 0 4 4 1
201 SemRel nullinteg unrel plur 0 0 2 3 1
201 SemRel nullinteg unrel sing 0 0 3 4 1
202 SemRel nullinteg rel plur 0 0 2 2 2
202 SemRel nullinteg rel sing 0 0 1 1 2
202 SemRel nullinteg unrel plur 0 0 1 1 2
202 SemRel nullinteg unrel sing 0 0 3 3 2
203 SemRel nullinteg rel plur 0 0 2 3 3
203 SemRel nullinteg rel sing 0 0 2 2 3
203 SemRel nullinteg unrel plur 1 1 1 1 3
203 SemRel nullinteg unrel sing 0 0 4 4 3
204 SemRel nullinteg rel plur 0 0 1 1 4
204 SemRel nullinteg rel sing 0 0 3 3 4
204 SemRel nullinteg unrel plur 1 1 3 4 4
204 SemRel nullinteg unrel sing 0 0 1 2 4
205 SemRel nullinteg rel plur 0 0 3 3 5
205 SemRel nullinteg rel sing 0 0 3 3 5
205 SemRel nullinteg unrel plur 0 0 3 3 5
205 SemRel nullinteg unrel sing 0 0 5 5 5
206 SemRel nullinteg rel plur 1 1 6 6 6
206 SemRel nullinteg rel sing 0 0 6 6 6
206 SemRel nullinteg unrel plur 0 0 5 5 6
206 SemRel nullinteg unrel sing 0 0 6 6 6
207 SemRel nullinteg rel plur 0 0 3 3 7
207 SemRel nullinteg rel sing 0 0 4 4 7
207 SemRel nullinteg unrel plur 0 0 5 5 7
207 SemRel nullinteg unrel sing 0 0 3 3 7
208 SemRel nullinteg rel plur 0 0 2 2 8
208 SemRel nullinteg rel sing 0 0 1 1 8
208 SemRel nullinteg unrel plur 0 0 5 5 8
208 SemRel nullinteg unrel sing 0 0 3 3 8
209 SemRel nullinteg rel plur 0 0 2 2 1
209 SemRel nullinteg rel sing 0 0 3 3 1
209 SemRel nullinteg unrel plur 0 0 3 3 1
209 SemRel nullinteg unrel sing 0 0 2 2 1
210 SemRel nullinteg rel plur 1 1 3 3 2
210 SemRel nullinteg rel sing 0 0 3 3 2
210 SemRel nullinteg unrel plur 0 0 1 1 2
210 SemRel nullinteg unrel sing 0 0 0 0 2
211 SemRel nullinteg rel plur 0 0 1 1 3
211 SemRel nullinteg rel sing 0 0 1 1 3
211 SemRel nullinteg unrel plur 0 0 2 2 3
211 SemRel nullinteg unrel sing 0 0 3 3 3
212 SemRel nullinteg rel plur 0 0 2 2 4
212 SemRel nullinteg rel sing 0 0 4 4 4
212 SemRel nullinteg unrel plur 0 0 2 2 4
212 SemRel nullinteg unrel sing 0 0 5 5 4
213 SemRel nullinteg rel plur 0 0 4 4 5
213 SemRel nullinteg rel sing 0 0 5 5 5
213 SemRel nullinteg unrel plur 0 0 3 4 5
213 SemRel nullinteg unrel sing 0 0 3 3 5
214 SemRel nullinteg rel plur 0 0 3 3 6
214 SemRel nullinteg rel sing 0 0 2 2 6
214 SemRel nullinteg unrel plur 0 0 5 5 6
214 SemRel nullinteg unrel sing 0 0 1 1 6
215 SemRel nullinteg rel plur 1 1 4 4 7
215 SemRel nullinteg rel sing 0 0 3 3 7
215 SemRel nullinteg unrel plur 0 0 3 3 7
215 SemRel nullinteg unrel sing 0 0 3 3 7
216 SemRel nullinteg rel plur 0 0 5 5 8
216 SemRel nullinteg rel sing 0 0 2 2 8
216 SemRel nullinteg unrel plur 0 0 6 6 8
216 SemRel nullinteg unrel sing 0 0 3 3 8
217 SemRel nullinteg rel plur 0 0 1 1 1
217 SemRel nullinteg rel sing 0 0 2 2 1
217 SemRel nullinteg unrel plur 0 0 3 3 1
217 SemRel nullinteg unrel sing 0 0 4 4 1
218 SemRel nullinteg rel plur 0 0 1 1 2
218 SemRel nullinteg rel sing 0 0 1 1 2
218 SemRel nullinteg unrel plur 0 0 1 1 2
218 SemRel nullinteg unrel sing 0 0 1 1 2
220 SemRel nullinteg rel plur 0 0 5 5 4
220 SemRel nullinteg rel sing 0 0 4 4 4
220 SemRel nullinteg unrel plur 0 0 3 3 4
220 SemRel nullinteg unrel sing 0 0 5 5 4
221 SemRel nullinteg rel plur 0 0 3 3 5
221 SemRel nullinteg rel sing 0 0 3 3 5
221 SemRel nullinteg unrel plur 0 0 3 3 5
221 SemRel nullinteg unrel sing 0 0 3 3 5
222 SemRel nullinteg rel plur 0 0 5 5 6
222 SemRel nullinteg rel sing 0 0 4 5 6
222 SemRel nullinteg unrel plur 0 0 4 5 6
222 SemRel nullinteg unrel sing 0 0 5 5 6
223 SemRel nullinteg rel plur 3 3 4 4 7
223 SemRel nullinteg rel sing 0 0 2 2 7
223 SemRel nullinteg unrel plur 1 1 3 3 7
223 SemRel nullinteg unrel sing 0 0 4 4 7
224 SemRel nullinteg rel plur 0 0 0 0 8
224 SemRel nullinteg rel sing 0 0 1 1 8
224 SemRel nullinteg unrel plur 0 0 2 2 8
224 SemRel nullinteg unrel sing 0 0 1 1 8
225 SemRel nullinteg rel plur 0 0 4 4 1
225 SemRel nullinteg rel sing 0 0 5 5 1
225 SemRel nullinteg unrel plur 1 1 6 6 1
225 SemRel nullinteg unrel sing 0 0 4 6 1
226 SemRel nullinteg rel plur 2 2 4 4 2
226 SemRel nullinteg rel sing 0 0 2 2 2
226 SemRel nullinteg unrel plur 0 0 2 2 2
226 SemRel nullinteg unrel sing 0 0 3 3 2
227 SemRel nullinteg rel plur 0 0 3 3 3
227 SemRel nullinteg rel sing 0 0 2 2 3
227 SemRel nullinteg unrel plur 0 0 2 2 3
227 SemRel nullinteg unrel sing 0 0 2 2 3
228 SemRel nullinteg rel plur 0 0 1 1 4
228 SemRel nullinteg rel sing 0 0 2 2 4
228 SemRel nullinteg unrel plur 0 0 4 4 4
228 SemRel nullinteg unrel sing 0 0 5 5 4
229 SemRel nullinteg rel plur 0 0 4 4 5
229 SemRel nullinteg rel sing 0 0 4 4 5
229 SemRel nullinteg unrel plur 0 0 3 3 5
229 SemRel nullinteg unrel sing 0 0 4 4 5
230 SemRel nullinteg rel plur 1 1 3 4 6
230 SemRel nullinteg rel sing 0 0 1 1 6
230 SemRel nullinteg unrel plur 0 0 3 3 6
230 SemRel nullinteg unrel sing 0 0 3 3 6
231 SemRel nullinteg rel plur 0 1 1 2 7
231 SemRel nullinteg rel sing 0 0 5 5 7
231 SemRel nullinteg unrel plur 0 0 2 2 7
231 SemRel nullinteg unrel sing 0 0 3 4 7
232 SemRel nullinteg rel plur 0 0 4 4 8
232 SemRel nullinteg rel sing 0 0 3 3 8
232 SemRel nullinteg unrel plur 0 0 4 4 8
232 SemRel nullinteg unrel sing 0 0 4 4 8
233 SemRel nullinteg rel plur 1 1 5 5 1
233 SemRel nullinteg rel sing 0 0 3 4 1
233 SemRel nullinteg unrel plur 0 1 2 4 1
233 SemRel nullinteg unrel sing 0 0 2 3 1
234 SemRel nullinteg rel plur 0 0 6 6 2
234 SemRel nullinteg rel sing 0 0 2 2 2
234 SemRel nullinteg unrel plur 0 0 3 3 2
234 SemRel nullinteg unrel sing 0 0 1 2 2
235 SemRel nullinteg rel plur 0 0 5 5 3
235 SemRel nullinteg rel sing 0 0 6 6 3
235 SemRel nullinteg unrel plur 0 0 4 4 3
235 SemRel nullinteg unrel sing 0 0 4 4 3
236 SemRel nullinteg rel plur 0 0 3 3 4
236 SemRel nullinteg rel sing 0 0 4 4 4
236 SemRel nullinteg unrel plur 0 0 2 2 4
236 SemRel nullinteg unrel sing 0 0 1 1 4
237 SemRel nullinteg rel plur 1 1 3 3 5
237 SemRel nullinteg rel sing 0 0 3 3 5
237 SemRel nullinteg unrel plur 0 0 3 3 5
237 SemRel nullinteg unrel sing 0 0 4 4 5
238 SemRel nullinteg rel plur 0 0 0 0 6
238 SemRel nullinteg rel sing 0 0 1 1 6
238 SemRel nullinteg unrel plur 0 0 0 0 6
238 SemRel nullinteg unrel sing 0 0 3 3 6
239 SemRel nullinteg rel plur 0 0 1 1 7
239 SemRel nullinteg rel sing 0 0 2 2 7
239 SemRel nullinteg unrel plur 0 0 0 0 7
239 SemRel nullinteg unrel sing 0 0 1 1 7
240 SemRel nullinteg rel plur 0 0 1 1 8
240 SemRel nullinteg rel sing 0 0 4 4 8
240 SemRel nullinteg unrel plur 0 0 1 1 8
240 SemRel nullinteg unrel sing 0 0 2 2 8
241 SemRel nullinteg rel plur 0 0 3 3 1
241 SemRel nullinteg rel sing 0 0 4 4 1
241 SemRel nullinteg unrel plur 0 0 4 4 1
241 SemRel nullinteg unrel sing 0 0 2 2 1
242 SemRel nullinteg rel plur 2 2 2 3 2
242 SemRel nullinteg rel sing 0 0 1 1 2
242 SemRel nullinteg unrel plur 2 2 2 2 2
242 SemRel nullinteg unrel sing 0 0 2 2 2
243 SemRel nullinteg rel plur 0 0 4 4 3
243 SemRel nullinteg rel sing 0 0 5 5 3
243 SemRel nullinteg unrel plur 1 1 5 6 3
243 SemRel nullinteg unrel sing 0 0 3 3 3
244 SemRel nullinteg rel plur 0 0 5 5 4
244 SemRel nullinteg rel sing 0 0 2 2 4
244 SemRel nullinteg unrel plur 0 0 3 4 4
244 SemRel nullinteg unrel sing 0 0 2 2 4
