subj	subexpt	semint	related	n2num	errnd	errd	errcornd	errcord
116	Prop	unint	unrel	plur	0	0	3	3
116	Prop	unint	unrel	sing	0	0	2	2
117	Prop	unint	assoc	plur	0	0	1	1
117	Prop	unint	assoc	sing	0	0	2	2
117	Prop	unint	rel	plur	1	1	4	4
117	Prop	unint	rel	sing	0	0	2	2
117	Prop	unint	unrel	plur	0	0	1	1
117	Prop	unint	unrel	sing	0	0	0	0
118	Prop	unint	assoc	plur	0	0	2	2
118	Prop	unint	assoc	sing	1	1	4	4
118	Prop	unint	rel	plur	0	0	4	4
118	Prop	unint	rel	sing	0	0	4	4
118	Prop	unint	unrel	plur	0	0	3	3
118	Prop	unint	unrel	sing	0	0	3	3
119	Prop	unint	assoc	plur	0	0	4	4
119	Prop	unint	assoc	sing	0	0	3	3
119	Prop	unint	rel	plur	0	0	3	3
119	Prop	unint	rel	sing	0	0	3	3
119	Prop	unint	unrel	plur	0	0	2	2
119	Prop	unint	unrel	sing	0	0	3	3
121	Prop	unint	assoc	plur	0	0	2	2
121	Prop	unint	assoc	sing	0	0	2	2
121	Prop	unint	rel	plur	0	0	3	3
121	Prop	unint	rel	sing	0	0	1	2
121	Prop	unint	unrel	plur	0	0	3	3
121	Prop	unint	unrel	sing	0	0	4	4
122	Prop	unint	assoc	plur	0	0	3	3
122	Prop	unint	assoc	sing	0	0	1	2
122	Prop	unint	rel	plur	1	1	3	3
122	Prop	unint	rel	sing	0	0	4	4
122	Prop	unint	unrel	plur	1	1	4	4
122	Prop	unint	unrel	sing	0	0	3	3
124	Prop	unint	assoc	plur	0	0	2	2
124	Prop	unint	assoc	sing	0	0	3	3
124	Prop	unint	rel	plur	0	0	2	2
124	Prop	unint	rel	sing	0	0	2	2
124	Prop	unint	unrel	plur	0	0	2	2
124	Prop	unint	unrel	sing	0	0	1	2
125	Prop	unint	assoc	plur	0	0	3	3
125	Prop	unint	assoc	sing	0	0	2	2
125	Prop	unint	rel	plur	0	0	2	2
125	Prop	unint	rel	sing	0	0	2	3
125	Prop	unint	unrel	plur	0	0	3	3
125	Prop	unint	unrel	sing	0	0	2	2
126	Prop	unint	assoc	plur	0	0	1	1
126	Prop	unint	assoc	sing	0	0	2	2
126	Prop	unint	rel	plur	0	0	2	2
126	Prop	unint	rel	sing	0	0	3	3
126	Prop	unint	unrel	plur	0	0	2	2
126	Prop	unint	unrel	sing	0	0	2	2
127	Prop	unint	assoc	plur	1	1	2	3
127	Prop	unint	assoc	sing	0	0	1	3
127	Prop	unint	rel	plur	0	1	0	2
127	Prop	unint	rel	sing	0	0	1	1
127	Prop	unint	unrel	plur	1	1	1	1
127	Prop	unint	unrel	sing	0	0	1	2
128	Prop	unint	assoc	plur	0	0	4	4
128	Prop	unint	assoc	sing	0	0	4	4
128	Prop	unint	rel	plur	1	1	2	2
128	Prop	unint	rel	sing	0	0	3	3
128	Prop	unint	unrel	plur	0	0	4	4
128	Prop	unint	unrel	sing	0	0	2	2
129	Prop	unint	assoc	plur	0	0	1	1
129	Prop	unint	assoc	sing	0	0	1	1
129	Prop	unint	rel	plur	0	0	2	2
129	Prop	unint	rel	sing	0	0	0	0
129	Prop	unint	unrel	plur	0	0	4	4
129	Prop	unint	unrel	sing	0	0	1	1
130	Prop	unint	assoc	plur	0	0	2	2
130	Prop	unint	assoc	sing	0	0	4	4
130	Prop	unint	rel	plur	0	0	2	2
130	Prop	unint	rel	sing	0	0	3	3
130	Prop	unint	unrel	plur	0	0	2	3
130	Prop	unint	unrel	sing	0	0	3	4
131	Prop	unint	assoc	plur	0	0	2	2
131	Prop	unint	assoc	sing	0	0	3	3
131	Prop	unint	rel	plur	0	0	3	3
131	Prop	unint	rel	sing	0	0	1	1
131	Prop	unint	unrel	plur	0	0	3	3
131	Prop	unint	unrel	sing	0	0	3	3
132	Prop	unint	assoc	plur	0	1	3	4
132	Prop	unint	assoc	sing	0	0	4	4
132	Prop	unint	rel	plur	0	0	2	2
132	Prop	unint	rel	sing	0	0	2	2
132	Prop	unint	unrel	plur	0	0	3	4
132	Prop	unint	unrel	sing	0	0	3	3
133	Prop	unint	assoc	plur	1	1	2	2
133	Prop	unint	assoc	sing	0	0	2	2
133	Prop	unint	rel	plur	2	2	3	3
133	Prop	unint	rel	sing	0	0	3	3
133	Prop	unint	unrel	plur	0	0	4	4
133	Prop	unint	unrel	sing	1	1	3	3
134	Prop	unint	assoc	plur	0	0	2	2
134	Prop	unint	assoc	sing	0	0	2	2
134	Prop	unint	rel	plur	0	0	0	1
134	Prop	unint	rel	sing	0	0	1	1
134	Prop	unint	unrel	plur	0	0	2	2
134	Prop	unint	unrel	sing	0	0	2	2
